Target,Model Type,Model,PROCHECK
7LVR-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,95.6|4.1|0.0|0.3
7LVR-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,95.3|4.4|0.0|0.3
7LVR-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,95.6|3.9|0.5|0.0
7LVR-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,96.1|3.6|0.3|0.0
7LVR-D1,two_best_supervised,Mod-2best_supervised_0,95.6|4.4|0.0|0.0
7LVR-D1,two_best_supervised,Mod-2best_supervised_1,96.4|3.6|0.0|0.0
7LVR-D1,two_best_supervised,Mod-2best_supervised_2,96.1|3.9|0.0|0.0
7LVR-D1,two_best_supervised,Mod-2best_supervised_3,95.9|3.9|0.0|0.3
7LVR-D1,two_best_supervised,Mod-2best_supervised_4,95.1|4.7|0.3|0.0
7LVR-D1,two_best_unsupervised,Mod-2best_unsupervised_0,95.9|3.9|0.0|0.3
7LVR-D1,two_best_unsupervised,Mod-2best_unsupervised_1,96.1|3.6|0.0|0.3
7LVR-D1,two_best_unsupervised,Mod-2best_unsupervised_2,95.6|4.1|0.3|0.0
7LVR-D1,two_best_unsupervised,Mod-2best_unsupervised_3,95.6|4.1|0.3|0.0
7LVR-D1,two_best_unsupervised,Mod-2best_unsupervised_4,95.6|4.1|0.3|0.0
7LX5-D1,AlphaFold,ranked_0,91.1|8.3|0.0|0.6
7LX5-D1,AlphaFold,ranked_1,92.3|7.7|0.0|0.0
7LX5-D1,AlphaFold,ranked_2,87.5|11.9|0.6|0.0
7LX5-D1,AlphaFold,ranked_3,86.9|12.5|0.6|0.0
7LX5-D1,AlphaFold,ranked_4,85.1|14.3|0.6|0.0
7LX5-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,91.1|8.3|0.6|0.0
7LX5-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,89.3|10.7|0.0|0.0
7LX5-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,93.5|6.5|0.0|0.0
7LX5-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,91.7|8.3|0.0|0.0
7LX5-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,90.5|7.7|1.2|0.6
7LX5-D1,two_best_supervised,Mod-2best_supervised_0,89.9|10.1|0.0|0.0
7LX5-D1,two_best_supervised,Mod-2best_supervised_1,91.7|8.3|0.0|0.0
7LX5-D1,two_best_supervised,Mod-2best_supervised_2,91.1|8.9|0.0|0.0
7LX5-D1,two_best_supervised,Mod-2best_supervised_3,92.3|7.7|0.0|0.0
7LX5-D1,two_best_supervised,Mod-2best_supervised_4,90.5|8.9|0.6|0.0
7LX5-D1,two_best_unsupervised,Mod-2best_unsupervised_0,89.9|8.9|0.6|0.6
7LX5-D1,two_best_unsupervised,Mod-2best_unsupervised_1,91.7|8.3|0.0|0.0
7LX5-D1,two_best_unsupervised,Mod-2best_unsupervised_2,91.7|8.3|0.0|0.0
7LX5-D1,two_best_unsupervised,Mod-2best_unsupervised_3,90.5|8.9|0.6|0.0
7LX5-D1,two_best_unsupervised,Mod-2best_unsupervised_4,89.9|9.5|0.0|0.6
7M7B-D1,AlphaFold,ranked_0,92.8|7.2|0.0|0.0
7M7B-D1,AlphaFold,ranked_1,91.7|8.3|0.0|0.0
7M7B-D1,AlphaFold,ranked_2,85.6|13.9|0.6|0.0
7M7B-D1,AlphaFold,ranked_3,82.8|16.1|1.1|0.0
7M7B-D1,AlphaFold,ranked_4,85.0|14.4|0.6|0.0
7M7B-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,87.2|11.7|0.6|0.6
7M7B-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,86.7|12.2|0.6|0.6
7M7B-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,87.2|10.6|1.7|0.6
7M7B-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,89.4|10.6|0.0|0.0
7M7B-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,87.2|12.8|0.0|0.0
7M7B-D1,two_best_supervised,Mod-2best_supervised_0,90.0|9.4|0.6|0.0
7M7B-D1,two_best_supervised,Mod-2best_supervised_1,92.2|7.2|0.6|0.0
7M7B-D1,two_best_supervised,Mod-2best_supervised_2,90.0|9.4|0.6|0.0
7M7B-D1,two_best_supervised,Mod-2best_supervised_3,91.7|7.8|0.0|0.6
7M7B-D1,two_best_supervised,Mod-2best_supervised_4,90.0|10.0|0.0|0.0
7M7B-D1,two_best_unsupervised,Mod-2best_unsupervised_0,90.0|9.4|0.6|0.0
7M7B-D1,two_best_unsupervised,Mod-2best_unsupervised_1,92.2|7.2|0.6|0.0
7M7B-D1,two_best_unsupervised,Mod-2best_unsupervised_2,90.0|9.4|0.6|0.0
7M7B-D1,two_best_unsupervised,Mod-2best_unsupervised_3,91.7|7.8|0.0|0.6
7M7B-D1,two_best_unsupervised,Mod-2best_unsupervised_4,90.0|10.0|0.0|0.0
7M9C-D1,AlphaFold,ranked_0,94.8|5.2|0.0|0.0
7M9C-D1,AlphaFold,ranked_1,96.1|3.9|0.0|0.0
7M9C-D1,AlphaFold,ranked_2,95.2|4.8|0.0|0.0
7M9C-D1,AlphaFold,ranked_3,95.2|4.8|0.0|0.0
7M9C-D1,AlphaFold,ranked_4,95.2|4.8|0.0|0.0
7M9C-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,94.8|5.2|0.0|0.0
7M9C-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,94.8|4.8|0.4|0.0
7M9C-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,95.7|4.3|0.0|0.0
7M9C-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,95.2|4.8|0.0|0.0
7M9C-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,96.1|3.9|0.0|0.0
7M9C-D1,two_best_supervised,Mod-2best_supervised_0,94.8|5.2|0.0|0.0
7M9C-D1,two_best_supervised,Mod-2best_supervised_1,95.7|4.3|0.0|0.0
7M9C-D1,two_best_supervised,Mod-2best_supervised_2,95.2|4.8|0.0|0.0
7M9C-D1,two_best_supervised,Mod-2best_supervised_3,95.2|4.8|0.0|0.0
7M9C-D1,two_best_supervised,Mod-2best_supervised_4,93.9|6.1|0.0|0.0
7M9C-D1,two_best_unsupervised,Mod-2best_unsupervised_0,95.2|4.8|0.0|0.0
7M9C-D1,two_best_unsupervised,Mod-2best_unsupervised_1,95.7|4.3|0.0|0.0
7M9C-D1,two_best_unsupervised,Mod-2best_unsupervised_2,94.8|5.2|0.0|0.0
7M9C-D1,two_best_unsupervised,Mod-2best_unsupervised_3,94.3|5.2|0.4|0.0
7M9C-D1,two_best_unsupervised,Mod-2best_unsupervised_4,95.7|4.3|0.0|0.0
7MBY-D1,AlphaFold,ranked_0,92.5|7.2|0.3|0.0
7MBY-D1,AlphaFold,ranked_1,92.5|7.2|0.3|0.0
7MBY-D1,AlphaFold,ranked_2,92.8|7.2|0.0|0.0
7MBY-D1,AlphaFold,ranked_3,92.5|7.5|0.0|0.0
7MBY-D1,AlphaFold,ranked_4,93.1|6.9|0.0|0.0
7MBY-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,93.8|5.9|0.3|0.0
7MBY-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,94.4|5.2|0.3|0.0
7MBY-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,94.4|5.6|0.0|0.0
7MBY-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,93.4|6.6|0.0|0.0
7MBY-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,94.1|5.9|0.0|0.0
7MBY-D1,two_best_supervised,Mod-2best_supervised_0,93.8|5.9|0.3|0.0
7MBY-D1,two_best_supervised,Mod-2best_supervised_1,94.4|5.2|0.3|0.0
7MBY-D1,two_best_supervised,Mod-2best_supervised_2,93.8|6.2|0.0|0.0
7MBY-D1,two_best_supervised,Mod-2best_supervised_3,93.8|5.9|0.3|0.0
7MBY-D1,two_best_supervised,Mod-2best_supervised_4,94.1|5.6|0.3|0.0
7MBY-D1,two_best_unsupervised,Mod-2best_unsupervised_0,93.8|5.9|0.3|0.0
7MBY-D1,two_best_unsupervised,Mod-2best_unsupervised_1,93.8|6.2|0.0|0.0
7MBY-D1,two_best_unsupervised,Mod-2best_unsupervised_2,93.8|6.2|0.0|0.0
7MBY-D1,two_best_unsupervised,Mod-2best_unsupervised_3,93.8|5.9|0.3|0.0
7MBY-D1,two_best_unsupervised,Mod-2best_unsupervised_4,94.4|5.6|0.0|0.0
7ME0-D1,AlphaFold,ranked_0,93.9|6.1|0.0|0.0
7ME0-D1,AlphaFold,ranked_1,93.9|6.1|0.0|0.0
7ME0-D1,AlphaFold,ranked_2,93.9|5.8|0.0|0.3
7ME0-D1,AlphaFold,ranked_3,94.2|5.5|0.0|0.3
7ME0-D1,AlphaFold,ranked_4,93.9|5.8|0.0|0.3
7ME0-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,94.5|5.2|0.3|0.0
7ME0-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,95.1|4.5|0.3|0.0
7ME0-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,95.1|4.5|0.3|0.0
7ME0-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,94.5|5.2|0.3|0.0
7ME0-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,94.8|4.5|0.6|0.0
7ME0-D1,two_best_supervised,Mod-2best_supervised_0,93.5|6.5|0.0|0.0
7ME0-D1,two_best_supervised,Mod-2best_supervised_1,96.4|3.6|0.0|0.0
7ME0-D1,two_best_supervised,Mod-2best_supervised_2,96.4|3.6|0.0|0.0
7ME0-D1,two_best_supervised,Mod-2best_supervised_3,93.9|6.1|0.0|0.0
7ME0-D1,two_best_supervised,Mod-2best_supervised_4,95.5|4.5|0.0|0.0
7ME0-D1,two_best_unsupervised,Mod-2best_unsupervised_0,93.5|6.5|0.0|0.0
7ME0-D1,two_best_unsupervised,Mod-2best_unsupervised_1,96.4|3.6|0.0|0.0
7ME0-D1,two_best_unsupervised,Mod-2best_unsupervised_2,96.4|3.6|0.0|0.0
7ME0-D1,two_best_unsupervised,Mod-2best_unsupervised_3,93.9|6.1|0.0|0.0
7ME0-D1,two_best_unsupervised,Mod-2best_unsupervised_4,95.5|4.5|0.0|0.0
7MJS-D1,AlphaFold,ranked_0,91.2|7.9|0.9|0.0
7MJS-D1,AlphaFold,ranked_1,88.6|11.4|0.0|0.0
7MJS-D1,AlphaFold,ranked_2,87.7|10.5|1.8|0.0
7MJS-D1,AlphaFold,ranked_3,93.0|6.1|0.9|0.0
7MJS-D1,AlphaFold,ranked_4,89.5|9.6|0.9|0.0
7MJS-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,95.6|3.5|0.9|0.0
7MJS-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,95.6|4.4|0.0|0.0
7MJS-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,94.7|4.4|0.0|0.9
7MJS-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,94.7|5.3|0.0|0.0
7MJS-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,94.7|4.4|0.9|0.0
7MJS-D1,two_best_supervised,Mod-2best_supervised_0,94.7|5.3|0.0|0.0
7MJS-D1,two_best_supervised,Mod-2best_supervised_1,91.2|8.8|0.0|0.0
7MJS-D1,two_best_supervised,Mod-2best_supervised_2,93.9|5.3|0.9|0.0
7MJS-D1,two_best_supervised,Mod-2best_supervised_3,92.1|6.1|0.9|0.9
7MJS-D1,two_best_supervised,Mod-2best_supervised_4,92.1|7.9|0.0|0.0
7MJS-D1,two_best_unsupervised,Mod-2best_unsupervised_0,95.6|3.5|0.9|0.0
7MJS-D1,two_best_unsupervised,Mod-2best_unsupervised_1,94.7|4.4|0.9|0.0
7MJS-D1,two_best_unsupervised,Mod-2best_unsupervised_2,96.5|3.5|0.0|0.0
7MJS-D1,two_best_unsupervised,Mod-2best_unsupervised_3,94.7|5.3|0.0|0.0
7MJS-D1,two_best_unsupervised,Mod-2best_unsupervised_4,93.9|6.1|0.0|0.0
7MLZ-D1,AlphaFold,ranked_0,92.3|7.7|0.0|0.0
7MLZ-D1,AlphaFold,ranked_1,91.1|8.9|0.0|0.0
7MLZ-D1,AlphaFold,ranked_2,89.9|9.5|0.6|0.0
7MLZ-D1,AlphaFold,ranked_3,87.6|12.4|0.0|0.0
7MLZ-D1,AlphaFold,ranked_4,88.2|10.7|1.2|0.0
7MLZ-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,89.9|10.1|0.0|0.0
7MLZ-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,90.5|8.9|0.6|0.0
7MLZ-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,91.7|8.3|0.0|0.0
7MLZ-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,89.3|10.7|0.0|0.0
7MLZ-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,90.5|9.5|0.0|0.0
7MLZ-D1,two_best_supervised,Mod-2best_supervised_0,90.5|9.5|0.0|0.0
7MLZ-D1,two_best_supervised,Mod-2best_supervised_1,91.7|8.3|0.0|0.0
7MLZ-D1,two_best_supervised,Mod-2best_supervised_2,90.5|9.5|0.0|0.0
7MLZ-D1,two_best_supervised,Mod-2best_supervised_3,91.7|8.3|0.0|0.0
7MLZ-D1,two_best_supervised,Mod-2best_supervised_4,91.1|8.9|0.0|0.0
7MLZ-D1,two_best_unsupervised,Mod-2best_unsupervised_0,90.5|9.5|0.0|0.0
7MLZ-D1,two_best_unsupervised,Mod-2best_unsupervised_1,91.7|8.3|0.0|0.0
7MLZ-D1,two_best_unsupervised,Mod-2best_unsupervised_2,90.5|9.5|0.0|0.0
7MLZ-D1,two_best_unsupervised,Mod-2best_unsupervised_3,91.7|8.3|0.0|0.0
7MLZ-D1,two_best_unsupervised,Mod-2best_unsupervised_4,91.1|8.9|0.0|0.0
7MSW-D1,AlphaFold,ranked_0,92.5|7.3|0.2|0.0
7MSW-D1,AlphaFold,ranked_1,92.4|7.5|0.0|0.2
7MSW-D1,AlphaFold,ranked_2,93.6|6.4|0.0|0.0
7MSW-D1,AlphaFold,ranked_3,91.1|8.0|0.5|0.4
7MSW-D1,AlphaFold,ranked_4,92.2|7.5|0.0|0.4
7MSW-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,90.6|8.2|1.1|0.2
7MSW-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,90.9|7.1|1.1|0.9
7MSW-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,91.1|7.6|0.7|0.5
7MSW-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,90.6|7.1|1.2|1.1
7MSW-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,91.1|7.3|1.4|0.2
7MSW-D1,two_best_supervised,Mod-2best_supervised_0,94.0|5.5|0.2|0.4
7MSW-D1,two_best_supervised,Mod-2best_supervised_1,94.0|5.2|0.4|0.5
7MSW-D1,two_best_supervised,Mod-2best_supervised_2,94.1|5.2|0.4|0.4
7MSW-D1,two_best_supervised,Mod-2best_supervised_3,94.1|5.0|0.5|0.4
7MSW-D1,two_best_supervised,Mod-2best_supervised_4,94.3|5.3|0.2|0.2
7MSW-D1,two_best_unsupervised,Mod-2best_unsupervised_0,94.3|5.5|0.0|0.2
7MSW-D1,two_best_unsupervised,Mod-2best_unsupervised_1,94.7|5.0|0.2|0.2
7MSW-D1,two_best_unsupervised,Mod-2best_unsupervised_2,94.0|5.5|0.2|0.4
7MSW-D1,two_best_unsupervised,Mod-2best_unsupervised_3,94.7|5.0|0.2|0.2
7MSW-D1,two_best_unsupervised,Mod-2best_unsupervised_4,94.3|5.3|0.2|0.2
7N8I-D1,AlphaFold,ranked_0,86.5|11.2|0.0|2.2
7N8I-D1,AlphaFold,ranked_1,88.8|9.0|1.1|1.1
7N8I-D1,AlphaFold,ranked_2,89.9|7.9|0.0|2.2
7N8I-D1,AlphaFold,ranked_3,88.8|9.0|0.0|2.2
7N8I-D1,AlphaFold,ranked_4,89.9|7.9|1.1|1.1
7N8I-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,93.3|4.5|2.2|0.0
7N8I-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,92.1|5.6|2.2|0.0
7N8I-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,93.3|4.5|2.2|0.0
7N8I-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,91.0|6.7|2.2|0.0
7N8I-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,92.1|4.5|3.4|0.0
7N8I-D1,two_best_supervised,Mod-2best_supervised_0,92.1|5.6|2.2|0.0
7N8I-D1,two_best_supervised,Mod-2best_supervised_1,94.4|3.4|2.2|0.0
7N8I-D1,two_best_supervised,Mod-2best_supervised_2,93.3|4.5|2.2|0.0
7N8I-D1,two_best_supervised,Mod-2best_supervised_3,93.3|4.5|2.2|0.0
7N8I-D1,two_best_supervised,Mod-2best_supervised_4,93.3|4.5|2.2|0.0
7N8I-D1,two_best_unsupervised,Mod-2best_unsupervised_0,93.3|4.5|2.2|0.0
7N8I-D1,two_best_unsupervised,Mod-2best_unsupervised_1,93.3|4.5|2.2|0.0
7N8I-D1,two_best_unsupervised,Mod-2best_unsupervised_2,94.4|3.4|2.2|0.0
7N8I-D1,two_best_unsupervised,Mod-2best_unsupervised_3,94.4|3.4|2.2|0.0
7N8I-D1,two_best_unsupervised,Mod-2best_unsupervised_4,93.3|4.5|1.1|1.1
7RB9-D1,AlphaFold,ranked_0,95.0|5.0|0.0|0.0
7RB9-D1,AlphaFold,ranked_1,94.7|5.3|0.0|0.0
7RB9-D1,AlphaFold,ranked_2,94.7|5.3|0.0|0.0
7RB9-D1,AlphaFold,ranked_3,95.4|4.6|0.0|0.0
7RB9-D1,AlphaFold,ranked_4,95.7|4.3|0.0|0.0
7RB9-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,96.9|3.1|0.0|0.0
7RB9-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,96.0|3.7|0.3|0.0
7RB9-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,96.6|3.4|0.0|0.0
7RB9-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,97.5|2.5|0.0|0.0
7RB9-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,96.9|3.1|0.0|0.0
7RB9-D1,two_best_supervised,Mod-2best_supervised_0,96.6|3.4|0.0|0.0
7RB9-D1,two_best_supervised,Mod-2best_supervised_1,97.2|2.8|0.0|0.0
7RB9-D1,two_best_supervised,Mod-2best_supervised_2,96.9|2.8|0.3|0.0
7RB9-D1,two_best_supervised,Mod-2best_supervised_3,96.9|3.1|0.0|0.0
7RB9-D1,two_best_supervised,Mod-2best_supervised_4,96.9|2.8|0.0|0.3
7RB9-D1,two_best_unsupervised,Mod-2best_unsupervised_0,96.3|3.4|0.3|0.0
7RB9-D1,two_best_unsupervised,Mod-2best_unsupervised_1,96.6|2.8|0.3|0.3
7RB9-D1,two_best_unsupervised,Mod-2best_unsupervised_2,96.9|3.1|0.0|0.0
7RB9-D1,two_best_unsupervised,Mod-2best_unsupervised_3,96.9|3.1|0.0|0.0
7RB9-D1,two_best_unsupervised,Mod-2best_unsupervised_4,96.9|3.1|0.0|0.0
